110.998 115.062 100.584 52.578 50.292 34.544 35.052 24.130 11.430 85.598 103.378 126.492
94.488 105.664 108.458 96.774 50.292 33.020 46.228 9.144 28.702 68.834 86.360 126.492
168.910 189.738 93.726 36.068 7.874 43.942 0.000 0.000 10.922 91.440 14.478 168.402
145.288 108.204 52.070 53.340 45.212 17.272 26.924 0.000 80.010 29.464 48.514 113.538
133.858 105.156 102.362 103.632 93.980 29.210 0.000 0.000 63.754 106.426 105.664 153.924
214.630 115.062 157.226 131.826 4.572 8.890 0.000 0.000 53.086 58.928 189.738 56.388
327.152 227.584 95.504 23.114 25.654 0.000 4.572 1.016 0.000 50.292 100.838 258.318
303.530 216.408 200.406 42.926 3.048 9.652 4.318 18.542 12.192 53.848 75.438 326.644
100.330 159.004 111.252 50.038 22.860 5.080 8.128 12.446 0.000 38.100 106.172 205.486
191.770 82.550 130.810 13.970 2.032 0.000 11.938 0.000 8.382 7.112 110.236 120.904
141.732 144.526 16.256 57.150 16.256 17.018 0.000 0.000 0.000 0.000 0.000 0.000
39.878 126.238 5.080 54.356 137.160 0.000 0.000 0.000 0.000 35.306 50.038 345.186
72.898 89.916 55.372 58.674 72.898 nan nan 0.000 nan nan 112.522 266.954
56.134 112.014 94.234 64.770 115.824 51.054 0.000 0.000 0.000 22.098 74.930 122.936
323.088 164.084 120.142 227.076 79.502 27.432 40.894 3.048 6.096 73.914 37.084 74.930
208.026 98.298 112.776 23.114 47.244 13.462 4.318 15.494 8.636 31.496 36.068 nan
151.892 69.596 176.276 59.436 47.498 7.366 23.876 nan nan nan nan nan
69.088 61.468 35.560 34.798 0.000 3.302 0.000 4.318 5.842 21.336 19.304 13.462
82.296 56.896 54.610 14.986 0.000 0.000 0.000 42.418 16.510 20.066 50.292 127.762
104.394 52.070 94.234 50.546 0.000 5.080 0.000 0.000 1.524 4.318 52.324 33.782
39.116 57.150 13.462 3.810 11.430 0.000 6.096 0.000 21.082 10.922 60.452 7.874
87.630 110.998 121.158 12.954 0.000 0.000 0.000 0.000 1.524 38.100 64.516 83.820
130.556 96.774 65.278 52.070 4.572 15.494 0.000 3.810 8.890 7.620 54.102 103.378
106.680 35.306 150.368 23.114 3.810 0.000 0.000 nan 55.372 5.588 36.576 57.912
125.476 22.606 35.560 5.588 19.812 4.826 13.208 0.000 10.668 21.336 53.340 31.242
56.642 62.230 121.412 25.146 9.906 0.000 0.000 0.000 13.970 20.320 34.290 36.322
55.372 20.574 20.828 28.194 0.000 0.000 0.000 0.000 0.000 3.556 44.958 nan
61.722 87.884 nan 13.716 11.938 12.446 0.000 0.000 0.000 18.796 24.130 75.946
62.230 19.304 0.000 nan nan 0.000 nan 0.000 17.018 0.000 32.258 16.510
89.154 27.178 14.478 0.000 0.000 18.796 0.000 16.764 3.556 4.318 37.846 81.026
87.122 34.798 18.034 0.000 0.000 0.000 1.016 43.942 2.286 8.128 33.782 68.580
30.226 70.358 23.368 34.290 0.000 0.000 0.000 0.000 22.098 9.144 38.354 44.704
60.960 65.786 58.166 0.000 nan 0.000 0.000 nan nan nan nan nan
104.140 nan 69.850 4.826 0.000 0.000 5.080 3.302 nan 2.032 nan 56.896
nan 153.670 135.890 8.128 0.000 0.000 0.000 0.000 7.874 8.382 27.940 13.970
25.908 44.450 59.182 6.604 0.000 6.096 0.000 nan 0.000 25.146 51.562 78.740
97.028 139.700 139.192 5.334 0.000 0.000 0.000 0.000 40.386 0.000 30.988 65.532
127.508 61.468 46.736 33.528 0.000 0.000 0.000 0.000 0.000 1.270 5.080 89.154
121.412 81.534 46.990 16.510 12.700 0.000 0.000 10.668 2.540 27.940 0.000 24.638
38.862 57.404 28.448 14.986 2.032 0.000 0.000 1.524 1.270 14.478 13.716 16.510
101.092 39.116 53.086 4.572 0.000 0.000 14.986 2.032 10.668 32.258 0.000 74.930
95.250 40.894 13.970 4.572 6.096 0.000 8.636 1.778 10.668 0.000 36.830 29.210
75.184 66.548 12.954 14.478 0.000 0.508 0.000 0.000 13.462 5.080 69.850 46.990
73.152 43.942 71.374 22.606 0.000 3.048 0.000 2.032 0.000 38.100 74.422 24.130
nan 75.184 38.100 33.020 0.000 0.000 0.000 0.000 3.048 9.144 21.590 96.774
nan 20.320 31.496 26.162 0.000 4.064 0.000 1.016 0.000 20.066 23.114 146.304
32.004 85.344 58.674 22.606 0.508 0.000 7.112 0.000 0.762 13.970 71.120 56.388
117.348 60.452 36.576 0.000 2.032 0.000 0.000 3.302 0.000 0.000 21.336 92.456
135.636 221.488 88.392 13.208 2.540 0.000 3.556 nan 8.128 0.000 45.720 38.608
64.262 61.976 55.118 22.860 0.000 0.000 1.524 0.000 0.000 14.732 19.050 92.202
54.610 80.264 16.764 5.588 3.048 10.160 2.286 18.288 5.080 33.528 72.898 121.412
149.098 57.150 29.718 16.510 13.208 0.000 0.000 13.462 24.638 6.858 28.956 27.940
119.888 71.120 43.180 3.048 0.000 0.000 32.004 9.906 3.556 16.002 43.180 59.944
102.362 81.534 0.000 0.000 0.000 0.000 0.000 3.556 0.000 20.066 32.258 117.094
36.068 43.942 67.310 15.494 15.240 0.000 0.000 0.000 6.350 33.528 10.414 52.070
52.070 28.702 111.506 9.652 2.286 0.000 14.224 6.858 27.432 46.990 9.398 56.134
101.346 132.334 69.596 25.908 0.000 0.000 0.000 26.162 14.986 12.446 12.192 118.872
195.834 16.764 80.518 40.894 0.000 0.000 0.000 0.000 33.528 57.658 19.050 10.668
11.938 45.212 45.212 12.700 0.000 0.000 0.000 3.810 47.498 3.810 13.462 102.108
221.996 196.342 82.042 18.288 0.000 16.764 0.000 0.000 0.000 44.704 139.700 51.308
159.258 163.322 59.436 95.504 0.000 28.956 0.000 7.366 16.764 0.000 198.628 64.008
74.422 76.200 208.788 19.558 0.000 0.000 0.000 17.018 0.000 0.000 11.684 216.916
217.932 32.004 9.652 8.128 13.716 3.556 21.590 0.000 7.620 87.884 59.944 19.304
172.466 12.954 177.546 93.726 0.000 5.080 0.000 0.508 28.956 0.000 0.000 73.914
123.952 76.962 105.410 14.224 0.000 0.000 0.000 0.000 2.540 3.048 35.814 36.322
149.860 36.322 36.830 9.398 5.334 43.688 0.000 9.144 0.000 25.908 44.704 62.738
143.002 66.802 107.696 17.526 0.000 17.018 1.524 1.524 4.572 17.780 24.384 39.624
105.156 16.764 3.556 17.272 0.000 0.000 4.572 nan 3.048 34.798 34.036 64.516
164.846 18.796 68.580 13.462 0.000 0.000 0.000 41.148 9.398 59.182 36.830 139.446
88.646 101.600 21.844 88.646 2.794 0.000 0.000 nan 0.000 0.000 9.906 11.684
90.678 nan nan nan nan nan nan nan nan nan nan nan
182.118 73.152 29.464 4.318 7.112 0.000 0.000 5.842 0.000 2.540 36.068 91.948
211.582 181.864 51.816 17.272 0.000 0.000 0.000 20.066 24.384 8.128 75.438 12.700
111.252 13.462 1.016 25.908 0.000 21.590 0.000 nan nan nan nan nan
72.644 110.998 49.022 0.000 0.000 0.000 0.000 0.000 18.034 34.290 0.000 7.366
220.472 113.538 94.996 0.000 0.000 0.000 0.000 0.000 0.000 35.814 0.762 107.442
230.124 216.408 68.580 5.080 0.000 0.000 0.000 6.096 0.000 6.604 16.002 41.148
65.278 142.748 83.820 41.402 19.304 12.446 12.700 0.000 0.000 15.494 32.004 41.148
45.974 102.108 72.390 12.700 25.400 0.000 1.524 3.556 0.000 0.000 0.000 100.330
180.594 132.842 57.404 0.000 0.000 0.000 36.830 41.910 0.000 0.000 7.874 30.988
83.312 56.134 13.716 0.000 0.000 0.000 0.000 0.000 10.160 3.302 38.100 133.858
265.176 93.726 100.838 3.556 0.000 0.000 0.000 0.000 0.000 7.620 61.468 62.738
91.440 76.708 114.046 0.000 0.000 0.000 0.000 0.000 0.000 19.304 53.848 57.658
176.022 48.514 49.022 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 94.742
46.482 82.550 104.140 nan nan 0.000 0.762 0.000 nan nan nan nan
nan nan 26.162 117.348 4.572 40.894 0.000 3.048 2.032 24.130 1.016 117.094
77.978 155.702 107.188 5.080 3.048 0.000 4.064 0.000 2.032 0.000 6.096 99.314
79.248 193.040 113.792 39.116 0.000 0.000 0.000 0.000 2.032 9.144 11.938 84.074
110.744 137.668 29.718 6.604 22.098 13.970 0.000 24.130 0.000 39.116 2.032 142.748
nan 61.722 36.068 17.018 0.000 0.000 0.000 8.128 16.002 16.002 11.176 39.370
155.956 61.976 73.914 52.070 0.000 0.000 2.032 3.048 6.096 19.050 32.004 47.244
46.736 154.178 40.894 71.882 0.000 1.016 5.080 0.000 0.000 0.000 0.000 65.278
102.108 69.342 43.180 16.002 11.938 0.000 0.000 0.000 28.956 26.924 9.652 47.498
