-65.932777,-17.783610999999997,3032,TP3032,Anzaldo
-63.40444399999999,-18.919722,440,TP0440,Abapo
-65.75444399999999,-17.573611,2767,CO2767,Arani
-68.999444,-17.211666,3880,CO3880,Achiri
